# U,mu,nA_up, nA_dn, nB_up, nB_dn, ms, mf, ntotal,mu,cint,dnA_up, dnA_dn, dnB_up, dnB_dn,loop
0.1  0.05   0.203898	0.203898	0.7961	0.7961	0	0	2   0.05	0	9.67815e-10	9.67815e-10	9.68878e-10	9.68878e-10	12
0.2  0.1   0.211751	0.211751	0.788247	0.788247	0	0	2   0.1	0	7.80337e-10	7.80337e-10	7.80337e-10	7.80337e-10	12
0.3  0.15   0.219589	0.219589	0.780409	0.780409	0	0	2   0.15	0	2.5628e-10	2.5628e-10	2.5628e-10	2.5628e-10	12
0.4  0.2   0.227379	0.227379	0.772619	0.772619	0	0	2   0.2	0	3.09102e-10	3.09102e-10	3.09102e-10	3.09102e-10	11
0.5  0.25   0.235091	0.235091	0.764907	0.764907	0	0	2   0.25	0	3.51395e-10	3.51395e-10	3.51395e-10	3.51395e-10	10
0.6  0   0.242695	0.242695	0.757303	0.757303	0	0	2   0	0	4.74515e-10	4.74515e-10	2.58002e-10	2.58002e-10	9
0.7  0.0625548   0.250164	0.250164	0.749834	0.749834	0	0	2   0.0625548	0	5.75347e-10	5.75347e-10	5.75348e-10	5.75348e-10	58
0.8  0.131753   0.257477	0.257477	0.742521	0.742521	0	0	2   0.131753	0	6.36451e-10	6.36451e-10	6.36451e-10	6.36451e-10	58
0.9  0.197524   0.264614	0.264614	0.735384	0.735384	0	0	2   0.197524	0	6.04935e-10	6.04935e-10	6.04935e-10	6.04935e-10	58
1  0.262939   0.271558	0.271558	0.72844	0.72844	0	0	2   0.262939	0	6.01661e-10	6.01661e-10	6.01661e-10	6.01661e-10	58
1.2  0.377003   0.284827	0.284827	0.715171	0.715171	0	0	2   0.377003	0	3.14733e-10	3.14733e-10	3.14733e-10	3.14733e-10	59
1.3  0.453919   0.291137	0.291137	0.708861	0.708861	0	0	2   0.453919	0	7.07454e-10	7.07454e-10	7.07437e-10	7.07437e-10	58
1.4  0.51718   0.297224	0.297224	0.702774	0.702774	0	0	2   0.51718	0	5.82742e-10	5.82742e-10	5.80918e-10	5.80918e-10	58
1.5  0.579254   0.303089	0.303089	0.696909	0.696909	0	0	2   0.579254	0	6.12332e-10	6.12332e-10	5.29532e-10	5.29532e-10	58
1.6  0.641051   0.308732	0.308732	0.691266	0.691266	0	0	2   0.641051	0	1.36338e-10	1.36338e-10	4.7736e-10	4.7736e-10	59
1.7  0.702636   0.314156	0.314156	0.685842	0.685842	0	0	2   0.702636	0	7.49769e-10	7.49769e-10	7.80356e-10	7.80356e-10	61
1.8  0.764107   0.319366	0.319366	0.680632	0.680632	0	0	2   0.764107	0	4.60567e-10	4.60567e-10	4.60814e-10	4.60814e-10	65
1.9  0.825636   0.324366	0.324366	0.675632	0.675632	0	0	2   0.825636	0	6.41613e-10	6.41613e-10	6.41615e-10	6.41615e-10	69
2  0.887328   0.329163	0.329163	0.670835	0.670835	0	0	2   0.887328	0	5.78667e-10	5.78667e-10	5.78667e-10	5.78667e-10	75
2.1  0.949338   0.333764	0.333764	0.666234	0.666234	0	0	2   0.949338	0	6.32905e-10	6.32905e-10	6.32905e-10	6.32905e-10	83
2.2  1.0116   0.338175	0.338175	0.661823	0.661823	0	0	2   1.0116	0	9.93924e-10	9.93924e-10	9.93924e-10	9.93924e-10	94
2.3  1.07377   0.342403	0.342403	0.657595	0.657595	0	0	2   1.07377	0	9.93574e-10	9.93574e-10	9.93574e-10	9.93574e-10	114
2.4  1.13494   0.346457	0.346457	0.653541	0.653541	0	0	2   1.13494	0	8.76305e-10	8.76305e-10	8.76305e-10	8.76305e-10	158
2.5  1.13496   0.350343	0.350343	0.649655	0.649655	0	0	2   1.13496	0	9.62799e-10	9.62799e-10	9.62799e-10	9.62799e-10	198
2.6  1.25428   0.35407	0.35407	0.645928	0.645928	0	0	2   1.25428	0	6.554e-17	6.554e-17	1.19425e-16	1.19425e-16	1000
2.7  1.28325   0.357644	0.357644	0.642354	0.642354	0	0	2   1.28325	0	6.61634e-17	6.61634e-17	1.18829e-16	1.18829e-16	1000
3  1.40056   0.367519	0.367519	0.632479	0.632479	0	0	2   1.40056	0	6.79795e-17	6.79795e-17	1.1704e-16	1.1704e-16	1000
3.1  1.4538   0.370551	0.370551	0.629447	0.629447	0	0	2   1.4538	0	6.85758e-17	6.85758e-17	1.16498e-16	1.16498e-16	1000
3.2  1.50647   0.373463	0.373463	0.626535	0.626535	0	0	2   1.50647	0	6.90908e-17	6.90908e-17	1.1601e-16	1.1601e-16	1000
3.3  1.55969   0.376262	0.376262	0.623736	0.623736	0	0	2   1.55969	0	6.96058e-17	6.96058e-17	1.15468e-16	1.15468e-16	1000
3.4  1.61597   0.378953	0.378953	0.621045	0.621045	0	0	2   1.61597	0	7.01479e-17	7.01479e-17	1.1498e-16	1.1498e-16	1000
3.5  1.66665   0.38154	0.38154	0.618458	0.618458	0	0	2   1.66665	0	7.05816e-17	7.05816e-17	1.14438e-16	1.14438e-16	1000
3.6  1.71871   0.38403	0.38403	0.615968	0.615968	0	0	2   1.71871	0	7.10423e-17	7.10423e-17	1.14058e-16	1.14058e-16	1000
3.7  1.85   0.386428	0.386428	0.61357	0.61357	0	0	2   1.85	0	7.1476e-17	7.1476e-17	1.13462e-16	1.13462e-16	1000
3.5  1.75   0.38154	0.38154	0.618458	0.618458	0	0	2   1.75	0	7.06358e-17	7.06358e-17	1.14492e-16	1.14492e-16	1000
3.9  1.95   0.390961	0.390961	0.609037	0.609037	0	0	2   1.95	0	7.23705e-17	7.23705e-17	1.12649e-16	1.12649e-16	1000
4  2   0.393105	0.393105	0.606893	0.606893	0	0	2   2	0	7.26687e-17	7.26687e-17	1.12323e-16	1.12323e-16	1000
4.1  2.05   0.395173	0.395173	0.604825	0.604825	0	0	2   2.05	0	7.30752e-17	7.30752e-17	1.11835e-16	1.11835e-16	1000
4.2  2.1   0.397169	0.397169	0.602829	0.602829	0	0	2   2.1	0	7.34005e-17	7.34005e-17	1.11727e-16	1.11727e-16	1000
4.3  2.15   0.399095	0.399095	0.600903	0.600903	0	0	2   2.15	0	7.36173e-17	7.36173e-17	1.11348e-16	1.11348e-16	1000
4.5  2.25   0.402753	0.402753	0.597245	0.597245	0	0	2   2.25	0	7.44305e-17	7.44305e-17	1.10589e-16	1.10589e-16	1000
4.6  2.3   0.40449	0.40449	0.595508	0.595508	0	0	2   2.3	0	7.48099e-17	7.48099e-17	1.10263e-16	1.10263e-16	1000
4.7  2.35   0.40617	0.40617	0.593828	0.593828	0	0	2   2.35	0	7.57586e-17	7.57586e-17	1.09125e-16	1.09125e-16	1000
4.8  2.4   0.407796	0.407796	0.592202	0.592202	0	0	2   2.4	0	7.56773e-17	7.56773e-17	1.09288e-16	1.09288e-16	1000
5  2.5   0.410893	0.410893	0.589105	0.589105	0	0	2   2.5	0	7.73036e-17	7.73036e-17	1.0777e-16	1.0777e-16	1000
