# U,mu,nA_up, nA_dn, nB_up, nB_dn, ms, mf, ntotal,mu,cint,dnA_up, dnA_dn, dnB_up, dnB_dn,loop
0  0.0006525   0.196066	0.196066	0.803921	0.803921	0	0	1.99998   0.0006525	0
0.5  0.282915   0.23509	0.23509	0.764897	0.764897	0	0	1.99997   0.282915	0
1  0.628838   0.271558	0.271558	0.72844	0.72844	0	0	2   0.628838	0	3.2805e-10	3.2805e-10	3.2805e-10	3.2805e-10	8
1.1  0.693954   0.278299	0.278299	0.721699	0.721699	0	0	2   0.693954	0	7.71952e-17	7.71952e-17	2.0009e-16	2.0009e-16	2000
1.2  0.758288   0.284827	0.284827	0.715171	0.715171	0	0	2   0.758288	0	7.90383e-17	7.90383e-17	1.98355e-16	1.98355e-16	2000
1.3  0.821604   0.291137	0.291137	0.708861	0.708861	0	0	2   0.821604	0	8.0746e-17	8.0746e-17	1.9662e-16	1.9662e-16	2000
1.4  0.883964   0.297224	0.297224	0.702774	0.702774	0	0	2   0.883964	0	8.24536e-17	8.24536e-17	1.95048e-16	1.95048e-16	2000
1.42  0.896333   0.298415	0.298415	0.701583	0.701583	0	0	2   0.896333	0	8.28059e-17	8.28059e-17	1.94614e-16	1.94614e-16	2000
1.44  0.908664   0.299597	0.299597	0.700401	0.700401	0	0	2   0.908664	0	8.31312e-17	8.31312e-17	1.94289e-16	1.94289e-16	2000
1.46  0.92096   0.30077	0.30077	0.699228	0.699228	0	0	2   0.92096	0	8.34294e-17	8.34294e-17	1.93801e-16	1.93801e-16	2000
1.48  0.933224   0.301934	0.301934	0.698064	0.698064	0	0	2   0.933224	0	8.38359e-17	8.38359e-17	1.93476e-16	1.93476e-16	2000
1.5  0.945453   0.303089	0.303089	0.696909	0.696909	0	0	2   0.945453	0	8.40528e-17	8.40528e-17	1.93367e-16	1.93367e-16	2000
1.52  0.957644   0.304235	0.304235	0.695763	0.695763	0	0	2   0.957644	0	8.4378e-17	8.4378e-17	1.92934e-16	1.92934e-16	2000
1.54  0.969812   0.305373	0.305373	0.694625	0.694625	0	0	2   0.969812	0	8.47304e-17	8.47304e-17	1.92825e-16	1.92825e-16	2000
1.56  0.980549   0.306836	0.306836	0.693166	0.693166	0	0	2   0.980549	0	8.89655e-13	8.89655e-13	8.89549e-13	8.89549e-13	2000
1.58  0.991076   0.308314	0.308314	0.69164	0.69164	0	0	1.99991   0.991076	0	7.4601e-10	7.4601e-10	6.8141e-10	6.8141e-10	162
1.6  1.00179   0.309798	0.309798	0.690205	0.690205	0	0	2.00001   1.00179	0	1.04666e-05	1.04666e-05	1.17423e-05	1.17423e-05	2000
1.7  1.0546   0.316803	0.316803	0.683197	0.683197	0	0	2   1.0546	0	4.73678e-07	4.73678e-07	2.55857e-06	2.55857e-06	2000
1.8  1.10708   0.323306	0.323306	0.676693	0.676693	0	0	2   1.10708	0	1.38826e-05	1.38826e-05	7.19393e-07	7.19393e-07	2000
1.9  1.15927   0.329379	0.329379	0.670623	0.670623	0	0	2   1.15927	0	8.9706e-13	8.9706e-13	8.96965e-13	8.96965e-13	2000
2  1.21127   0.335021	0.335021	0.664977	0.664977	0	0	2   1.21127	0	1.06845e-05	1.06845e-05	7.09642e-06	7.09642e-06	2000
2.1  1.26305   0.340302	0.340302	0.659696	0.659696	0	0	2   1.26305	0	4.62702e-06	4.62702e-06	9.04345e-07	9.04345e-07	2000
2.2  1.31465   0.345268	0.345268	0.654734	0.654734	0	0	2   1.31465	0	1.7693e-09	1.7693e-09	1.76934e-09	1.76934e-09	3000
2.3  1.36612   0.349926	0.349926	0.650076	0.650076	0	0	2   1.36612	0	2.13737e-09	2.13737e-09	2.13739e-09	2.13739e-09	3000
2.4  1.41749   0.354309	0.354309	0.645691	0.645691	0	0	2   1.41749	0	2.47283e-06	2.47283e-06	1.22622e-05	1.22622e-05	3000
2.5  1.46864   0.358445	0.358445	0.641556	0.641556	0	0	2   1.46864	0	6.97847e-07	6.97847e-07	7.33085e-06	7.33085e-06	3000
2.6  1.51958   0.362341	0.362341	0.637658	0.637658	0	0	2   1.51958	0	5.68714e-07	5.68714e-07	4.425e-06	4.425e-06	3000
2.7  1.57073   0.36604	0.36604	0.63396	0.63396	0	0	2   1.57073	0	8.80477e-07	8.80477e-07	4.76527e-07	4.76527e-07	3000
2.8  1.62182   0.369548	0.369548	0.630451	0.630451	0	0	2   1.62182	0	3.94721e-07	3.94721e-07	3.8159e-06	3.8159e-06	3000
2.9  1.67238   0.372857	0.372857	0.627143	0.627143	0	0	2   1.67238	0	1.03401e-06	1.03401e-06	6.24236e-07	6.24236e-07	3000
3  1.72327   0.376015	0.376015	0.62398	0.62398	0	0	1.99999   1.72327	0	9.06632e-07	9.06632e-07	8.01608e-06	8.01608e-06	3000
3.1  1.77405   0.379029	0.379029	0.620968	0.620968	0	0	1.99999   1.77405	0	1.45152e-06	1.45152e-06	7.63149e-07	7.63149e-07	3000
3.2  1.82478   0.381873	0.381873	0.618121	0.618121	0	0	1.99999   1.82478	0	2.21121e-07	2.21121e-07	8.41617e-06	8.41617e-06	3000
3.3  1.87527   0.384615	0.384615	0.615383	0.615383	0	0	2   1.87527	0	1.80156e-06	1.80156e-06	5.60606e-06	5.60606e-06	3000
3.4  1.92595   0.387218	0.387218	0.612783	0.612783	0	0	2   1.92595	0	9.74853e-06	9.74853e-06	3.05404e-07	3.05404e-07	3000
3.5  1.97657   0.389707	0.389707	0.610294	0.610294	0	0	2   1.97657	0	2.94686e-07	2.94686e-07	2.96916e-07	2.96916e-07	3000
