# U,mu,nA_up, nA_dn, nB_up, nB_dn, ms, mf, ntotal,mu,cint
#energy    dos_upn   dos_upp   dos_dnn  dos_dnp GRID=1000 bin=700
-3.18     0.001822      0      0.001822     0
-3.17     0.001792      0      0.001792     0
-3.16     0.00181      0      0.00181     0
-3.15     0.001804      0      0.001804     0
-3.14     0.001792      0      0.001792     0
-3.13     0.001838      0      0.001838     0
-3.12     0.001824      0      0.001824     0
-3.11     0.001822      0      0.001822     0
-3.1     0.001832      0      0.001832     0
-3.09     0.001822      0      0.001822     0
-3.08     0.001832      0      0.001832     0
-3.07     0.001824      0      0.001824     0
-3.06     0.001864      0      0.001864     0
-3.05     0.001846      0      0.001846     0
-3.04     0.001858      0      0.001858     0
-3.03     0.001846      0      0.001846     0
-3.02     0.001874      0      0.001874     0
-3.01     0.001846      0      0.001846     0
-3     0.001874      0      0.001874     0
-2.99     0.001876      0      0.001876     0
-2.98     0.001884      0      0.001884     0
-2.97     0.001842      0      0.001842     0
-2.96     0.001918      0      0.001918     0
-2.95     0.001866      0      0.001866     0
-2.94     0.001906      0      0.001906     0
-2.93     0.001906      0      0.001906     0
-2.92     0.001906      0      0.001906     0
-2.91     0.001902      0      0.001902     0
-2.9     0.001922      0      0.001922     0
-2.89     0.001898      0      0.001898     0
-2.88     0.001908      0      0.001908     0
-2.87     0.001926      0      0.001926     0
-2.86     0.001938      0      0.001938     0
-2.85     0.001926      0      0.001926     0
-2.84     0.001938      0      0.001938     0
-2.83     0.001924      0      0.001924     0
-2.82     0.00193      0      0.00193     0
-2.81     0.00197      0      0.00197     0
-2.8     0.00197      0      0.00197     0
-2.79     0.00194      0      0.00194     0
-2.78     0.001982      0      0.001982     0
-2.77     0.001948      0      0.001948     0
-2.76     0.001972      0      0.001972     0
-2.75     0.00199      0      0.00199     0
-2.74     0.001966      0      0.001966     0
-2.73     0.001976      0      0.001976     0
-2.72     0.002026      0      0.002026     0
-2.71     0.001984      0      0.001984     0
-2.7     0.001992      0      0.001992     0
-2.69     0.002008      0      0.002008     0
-2.68     0.002002      0      0.002002     0
-2.67     0.002032      0      0.002032     0
-2.66     0.002008      0      0.002008     0
-2.65     0.002032      0      0.002032     0
-2.64     0.002      0      0.002     0
-2.63     0.002078      0      0.002078     0
-2.62     0.002034      0      0.002034     0
-2.61     0.001996      0      0.001996     0
-2.6     0.002102      0      0.002102     0
-2.59     0.00203      0      0.00203     0
-2.58     0.00204      0      0.00204     0
-2.57     0.002102      0      0.002102     0
-2.56     0.002066      0      0.002066     0
-2.55     0.002072      0      0.002072     0
-2.54     0.002094      0      0.002094     0
-2.53     0.002082      0      0.002082     0
-2.52     0.002104      0      0.002104     0
-2.51     0.002082      0      0.002082     0
-2.5     0.002076      0      0.002076     0
-2.49     0.002134      0      0.002134     0
-2.48     0.002126      0      0.002126     0
-2.47     0.002116      0      0.002116     0
-2.46     0.002118      0      0.002118     0
-2.45     0.002124      0      0.002124     0
-2.44     0.002126      0      0.002126     0
-2.43     0.002142      0      0.002142     0
-2.42     0.00215      0      0.00215     0
-2.41     0.002148      0      0.002148     0
-2.4     0.002184      0      0.002184     0
-2.39     0.002154      0      0.002154     0
-2.38     0.002144      0      0.002144     0
-2.37     0.002198      0      0.002198     0
-2.36     0.002176      0      0.002176     0
-2.35     0.002146      0      0.002146     0
-2.34     0.00222      0      0.00222     0
-2.33     0.002212      0      0.002212     0
-2.32     0.002204      0      0.002204     0
-2.31     0.002214      0      0.002214     0
-2.3     0.00223      0      0.00223     0
-2.29     0.002196      0      0.002196     0
-2.28     0.00225      0      0.00225     0
-2.27     0.002224      0      0.002224     0
-2.26     0.002262      0      0.002262     0
-2.25     0.002248      0      0.002248     0
-2.24     0.002246      0      0.002246     0
-2.23     0.002268      0      0.002268     0
-2.22     0.002254      0      0.002254     0
-2.21     0.002292      0      0.002292     0
-2.2     0.002266      0      0.002266     0
-2.19     0.002282      0      0.002282     0
-2.18     0.002284      0      0.002284     0
-2.17     0.00231      0      0.00231     0
-2.16     0.002286      0      0.002286     0
-2.15     0.002322      0      0.002322     0
-2.14     0.002324      0      0.002324     0
-2.13     0.00229      0      0.00229     0
-2.12     0.00239      0      0.00239     0
-2.11     0.002336      0      0.002336     0
-2.1     0.00237      0      0.00237     0
-2.09     0.002352      0      0.002352     0
-2.08     0.002338      0      0.002338     0
-2.07     0.002374      0      0.002374     0
-2.06     0.002384      0      0.002384     0
-2.05     0.002366      0      0.002366     0
-2.04     0.002408      0      0.002408     0
-2.03     0.002376      0      0.002376     0
-2.02     0.002394      0      0.002394     0
-2.01     0.00246      0      0.00246     0
-2     0.002418      0      0.002418     0
-1.99     0.002398      0      0.002398     0
-1.98     0.002468      0      0.002468     0
-1.97     0.002458      0      0.002458     0
-1.96     0.00244      0      0.00244     0
-1.95     0.002416      0      0.002416     0
-1.94     0.002494      0      0.002494     0
-1.93     0.002496      0      0.002496     0
-1.92     0.002494      0      0.002494     0
-1.91     0.00249      0      0.00249     0
-1.9     0.002504      0      0.002504     0
-1.89     0.002518      0      0.002518     0
-1.88     0.002466      0      0.002466     0
-1.87     0.002542      0      0.002542     0
-1.86     0.00255      0      0.00255     0
-1.85     0.002552      0      0.002552     0
-1.84     0.002514      0      0.002514     0
-1.83     0.002594      0      0.002594     0
-1.82     0.002576      0      0.002576     0
-1.81     0.00256      0      0.00256     0
-1.8     0.00259      0      0.00259     0
-1.79     0.002596      0      0.002596     0
-1.78     0.00265      0      0.00265     0
-1.77     0.002558      0      0.002558     0
-1.76     0.002594      0      0.002594     0
-1.75     0.00265      0      0.00265     0
-1.74     0.00266      0      0.00266     0
-1.73     0.00267      0      0.00267     0
-1.72     0.002674      0      0.002674     0
-1.71     0.002628      0      0.002628     0
-1.7     0.00266      0      0.00266     0
-1.69     0.002698      0      0.002698     0
-1.68     0.002744      0      0.002744     0
-1.67     0.002706      0      0.002706     0
-1.66     0.002722      0      0.002722     0
-1.65     0.002686      0      0.002686     0
-1.64     0.002734      0      0.002734     0
-1.63     0.00279      0      0.00279     0
-1.62     0.002788      0      0.002788     0
-1.61     0.002766      0      0.002766     0
-1.6     0.002754      0      0.002754     0
-1.59     0.002782      0      0.002782     0
-1.58     0.00285      0      0.00285     0
-1.57     0.002806      0      0.002806     0
-1.56     0.002824      0      0.002824     0
-1.55     0.002826      0      0.002826     0
-1.54     0.002842      0      0.002842     0
-1.53     0.00289      0      0.00289     0
-1.52     0.00287      0      0.00287     0
-1.51     0.002896      0      0.002896     0
-1.5     0.002854      0      0.002854     0
-1.49     0.002924      0      0.002924     0
-1.48     0.002932      0      0.002932     0
-1.47     0.002962      0      0.002962     0
-1.46     0.002934      0      0.002934     0
-1.45     0.00294      0      0.00294     0
-1.44     0.00296      0      0.00296     0
-1.43     0.002978      0      0.002978     0
-1.42     0.003024      0      0.003024     0
-1.41     0.003014      0      0.003014     0
-1.4     0.003036      0      0.003036     0
-1.39     0.002984      0      0.002984     0
-1.38     0.00311      0      0.00311     0
-1.37     0.003072      0      0.003072     0
-1.36     0.003062      0      0.003062     0
-1.35     0.00312      0      0.00312     0
-1.34     0.003066      0      0.003066     0
-1.33     0.003124      0      0.003124     0
-1.32     0.003172      0      0.003172     0
-1.31     0.003158      0      0.003158     0
-1.3     0.003182      0      0.003182     0
-1.29     0.003164      0      0.003164     0
-1.28     0.003176      0      0.003176     0
-1.27     0.00326      0      0.00326     0
-1.26     0.003214      0      0.003214     0
-1.25     0.003264      0      0.003264     0
-1.24     0.003266      0      0.003266     0
-1.23     0.00329      0      0.00329     0
-1.22     0.00329      0      0.00329     0
-1.21     0.003334      0      0.003334     0
-1.2     0.003324      0      0.003324     0
-1.19     0.003406      0      0.003406     0
-1.18     0.003344      0      0.003344     0
-1.17     0.003394      0      0.003394     0
-1.16     0.003376      0      0.003376     0
-1.15     0.003456      0      0.003456     0
-1.14     0.003462      0      0.003462     0
-1.13     0.003488      0      0.003488     0
-1.12     0.003518      0      0.003518     0
-1.11     0.00348      0      0.00348     0
-1.1     0.003562      0      0.003562     0
-1.09     0.00353      0      0.00353     0
-1.08     0.003602      0      0.003602     0
-1.07     0.003604      0      0.003604     0
-1.06     0.003654      0      0.003654     0
-1.05     0.00366      0      0.00366     0
-1.04     0.003674      0      0.003674     0
-1.03     0.003704      0      0.003704     0
-1.02     0.00373      0      0.00373     0
-1.01     0.003732      0      0.003732     0
-1     0.00379      0      0.00379     0
-0.99     0.003846      0      0.003846     0
-0.98     0.003832      0      0.003832     0
-0.97     0.003894      0      0.003894     0
-0.96     0.003916      0      0.003916     0
-0.95     0.003944      0      0.003944     0
-0.94     0.003978      0      0.003978     0
-0.93     0.00398      0      0.00398     0
-0.92     0.0041      0      0.0041     0
-0.91     0.004046      0      0.004046     0
-0.9     0.004176      0      0.004176     0
-0.89     0.00414      0      0.00414     0
-0.88     0.004176      0      0.004176     0
-0.87     0.004266      0      0.004266     0
-0.86     0.0043      0      0.0043     0
-0.85     0.00436      0      0.00436     0
-0.84     0.004378      0      0.004378     0
-0.83     0.00446      0      0.00446     0
-0.82     0.004544      0      0.004544     0
-0.81     0.004588      0      0.004588     0
-0.8     0.004708      0      0.004708     0
-0.79     0.004708      0      0.004708     0
-0.78     0.004872      0      0.004872     0
-0.77     0.00494      0      0.00494     0
-0.76     0.00507      0      0.00507     0
-0.75     0.005184      0      0.005184     0
-0.74     0.00535      0      0.00535     0
-0.73     0.005588      0      0.005588     0
-0.72     0.005804      0      0.005804     0
-0.71     0.006242      0      0.006242     0
-0.7     0.007571      0      0.007571     0
-0.69     0.007084      0      0.007084     0
-0.68     0.006112      0      0.006112     0
-0.67     0.005714      0      0.005714     0
-0.66     0.005432      0      0.005432     0
-0.65     0.005244      0      0.005244     0
-0.64     0.005102      0      0.005102     0
-0.63     0.004932      0      0.004932     0
-0.62     0.0048      0      0.0048     0
-0.61     0.004718      0      0.004718     0
-0.6     0.004604      0      0.004604     0
-0.59     0.004518      0      0.004518     0
-0.58     0.004472      0      0.004472     0
-0.57     0.004418      0      0.004418     0
-0.56     0.004278      0      0.004278     0
-0.55     0.004238      0      0.004238     0
-0.54     0.00426      0      0.00426     0
-0.53     0.004162      0      0.004162     0
-0.52     0.00407      0      0.00407     0
-0.51     0.004092      0      0.004092     0
-0.5     0.004058      0      0.004058     0
-0.49     0.003932      0      0.003932     0
-0.48     0.003936      0      0.003936     0
-0.47     0.00392      0      0.00392     0
-0.46     0.003832      0      0.003832     0
-0.45     0.003884      0      0.003884     0
-0.44     0.003772      0      0.003772     0
-0.43     0.003822      0      0.003822     0
-0.42     0.003752      0      0.003752     0
-0.41     0.003714      0      0.003714     0
-0.4     0.003678      0      0.003678     0
-0.39     0.003686      0      0.003686     0
-0.38     0.003664      0      0.003664     0
-0.37     0.003606      0      0.003606     0
-0.36     0.003572      0      0.003572     0
-0.35     0.00363      0      0.00363     0
-0.34     0.003542      0      0.003542     0
-0.33     0.003552      0      0.003552     0
-0.32     0.003518      0      0.003518     0
-0.31     0.003566      0      0.003566     0
-0.3     0.003466      0      0.003466     0
-0.29     0.003424      0      0.003424     0
-0.28     0.003474      0      0.003474     0
-0.27     0.00349      0      0.00349     0
-0.26     0.003434      0      0.003434     0
-0.25     0.003454      0      0.003454     0
-0.24     0.003398      0      0.003398     0
-0.23     0.003422      0      0.003422     0
-0.22     0.003334      0      0.003334     0
-0.21     0.003492      0      0.003492     0
-0.2     0.00337      0      0.00337     0
-0.19     0.003394      0      0.003394     0
-0.18     0.003234      0      0.003234     0
-0.17     0.003534      0      0.003534     0
-0.16     0.003266      0      0.003266     0
-0.15     0.00342      0      0.00342     0
-0.14     0.003428      0      0.003428     0
-0.13     0.003288      0.000611      0.003288     0.000611
-0.12     0.003356      0.002892      0.003356     0.002892
-0.11     0.003382      0.002974      0.003382     0.002974
-0.1     0.003368      0.00305      0.003368     0.00305
-0.09     0.00341      0.003094      0.00341     0.003094
-0.08     0.003376      0.00318      0.003376     0.00318
-0.07     0.00336      0.00325      0.00336     0.00325
-0.06     0.003408      0.003346      0.003408     0.003346
-0.05     0.003416      0.003372      0.003416     0.003372
-0.04     0.003434      0.003516      0.003434     0.003516
-0.03     0.003404      0.003558      0.003404     0.003558
-0.02     0.003498      0.00363      0.003498     0.00363
-0.01     0.00345      0.003702      0.00345     0.003702
0     0.003502      0.00381      0.003502     0.00381
0.01     0.0035      0.003874      0.0035     0.003874
0.02     0.003548      0.003968      0.003548     0.003968
0.03     0.003576      0.004088      0.003576     0.004088
0.04     0.0036      0.00413      0.0036     0.00413
0.05     0.003674      0.004196      0.003674     0.004196
0.06     0.003674      0.004322      0.003674     0.004322
0.07     0.003748      0.004448      0.003748     0.004448
0.08     0.003806      0.004528      0.003806     0.004528
0.09     0.003884      0.004604      0.003884     0.004604
0.1     0.0036305      0.00474      0.0036305     0.00474
0.11     0      0.004852      0     0.004852
0.12     0      0.004946      0     0.004946
0.13     0      0.005044      0     0.005044
0.14     0      0.005128      0     0.005128
0.15     0      0.005284      0     0.005284
0.16     0      0.005446      0     0.005446
0.17     0      0.00548      0     0.00548
0.18     0      0.005654      0     0.005654
0.19     0      0.005788      0     0.005788
0.2     0      0.005926      0     0.005926
0.21     0      0.006052      0     0.006052
0.22     0      0.006154      0     0.006154
0.23     0      0.006384      0     0.006384
0.24     0      0.006522      0     0.006522
0.25     0      0.00667      0     0.00667
0.26     0      0.006872      0     0.006872
0.27     0      0.006978      0     0.006978
0.28     0      0.007218      0     0.007218
0.29     0      0.007396      0     0.007396
0.3     0      0.00763      0     0.00763
0.31     0      0.007802      0     0.007802
0.32     0      0.008014      0     0.008014
0.33     0      0.00827      0     0.00827
0.34     0      0.008486      0     0.008486
0.35     0      0.00875      0     0.00875
0.36     0      0.009016      0     0.009016
0.37     0      0.009352      0     0.009352
0.38     0      0.009592      0     0.009592
0.39     0      0.009986      0     0.009986
0.4     0      0.010322      0     0.010322
0.41     0      0.01065      0     0.01065
0.42     0      0.011052      0     0.011052
0.43     0      0.01153      0     0.01153
0.44     0      0.012028      0     0.012028
0.45     0      0.012436      0     0.012436
0.46     0      0.013108      0     0.013108
0.47     0      0.013736      0     0.013736
0.48     0      0.01438      0     0.01438
0.49     0      0.015244      0     0.015244
0.5     0      0.01623      0     0.01623
0.51     0      0.017278      0     0.017278
0.52     0      0.018686      0     0.018686
0.53     0      0.020478      0     0.020478
0.54     0      0.022912      0     0.022912
0.55     0      0.027414      0     0.027414
0.56     0      0.035878      0     0.035878
0.57     0      0.027552      0     0.027552
0.58     0      0.024406      0     0.024406
0.59     0      0.022722      0     0.022722
0.6     0      0.021476      0     0.021476
0.61     0      0.020764      0     0.020764
0.62     0      0.020028      0     0.020028
0.63     0      0.019562      0     0.019562
0.64     0      0.01914      0     0.01914
0.65     0      0.018828      0     0.018828
0.66     0      0.018558      0     0.018558
0.67     0      0.0174465      0     0.0174465
0.68     0      0.014244      0     0.014244
0.69     0      0.014264      0     0.014264
0.7     0      0.01423      0     0.01423
0.71     0      0.014284      0     0.014284
0.72     0      0.014346      0     0.014346
0.73     0      0.014422      0     0.014422
0.74     0      0.014558      0     0.014558
0.75     0      0.014694      0     0.014694
0.76     0      0.01489      0     0.01489
0.77     0      0.01513      0     0.01513
0.78     0      0.015418      0     0.015418
0.79     0      0.01577      0     0.01577
0.8     0      0.016256      0     0.016256
0.81     0      0.0060745      0     0.0060745
0.82     0      3.28516e-23      0     3.28516e-23
0.83     0      1.09192e-42      0     1.09192e-42
0.84     0      2.58942e-55      0     2.58942e-55
0.85     0      2.33772e-55      0     2.33772e-55
0.86     0      7.96204e-62      0     7.96204e-62
0.87     0      8.0719e-62      0     8.0719e-62
0.88     0      7.4709e-62      0     7.4709e-62
0.89     0      5.59427e-63      0     5.59427e-63
0.9     0      2.05402e-68      0     2.05402e-68
0.91     0      2.08893e-68      0     2.08893e-68
0.92     0      1.27587e-68      0     1.27587e-68
0.93     0      3.85094e-69      0     3.85094e-69
0.94     0      3.45707e-70      0     3.45707e-70
0.95     0      0      0     0
0.96     0      0      0     0
0.97     0      0      0     0
0.98     0      0      0     0
0.99     0      0      0     0
1     0      0      0     0
1.01     0      0      0     0
1.02     0      0      0     0
1.03     0      0      0     0
1.04     0      0      0     0
1.05     0      0      0     0
1.06     0      0      0     0
1.07     0      0      0     0
1.08     0      0      0     0
1.09     0      0      0     0
1.1     0      0      0     0
1.11     0      0      0     0
1.12     0      0      0     0
1.13     0      0      0     0
1.14     0      0      0     0
1.15     0      0      0     0
1.16     0      0      0     0
1.17     0      0      0     0
1.18     0      0      0     0
1.19     0      0      0     0
1.2     0      0      0     0
1.21     0      0      0     0
1.22     0      0      0     0
1.23     0      0      0     0
1.24     0      0      0     0
1.25     0      0      0     0
1.26     0      0      0     0
1.27     0      0      0     0
1.28     0      0      0     0
1.29     0      0      0     0
1.3     0      0      0     0
1.31     0      0      0     0
1.32     0      0      0     0
1.33     0      0      0     0
1.34     0      0      0     0
1.35     0      0      0     0
1.36     0      0      0     0
1.37     0      0      0     0
1.38     0      0      0     0
1.39     0      0      0     0
1.4     0      0      0     0
1.41     0      0      0     0
1.42     0      0      0     0
1.43     0      0      0     0
1.44     0      0      0     0
1.45     0      0      0     0
1.46     0      0      0     0
1.47     0      0      0     0
1.48     0      0      0     0
1.49     0      0      0     0
1.5     0      0      0     0
1.51     0      0      0     0
1.52     0      0      0     0
1.53     0      0      0     0
1.54     0      0      0     0
1.55     0      0      0     0
1.56     0      0      0     0
1.57     0      0      0     0
1.58     0      0      0     0
1.59     0      0      0     0
1.6     0      0      0     0
1.61     0      0      0     0
1.62     0      0      0     0
1.63     0      0      0     0
1.64     0      0      0     0
1.65     0      0      0     0
1.66     0      0      0     0
1.67     0      0      0     0
1.68     0      0      0     0
1.69     0      0      0     0
1.7     0      0      0     0
1.71     0      0      0     0
1.72     0      0      0     0
1.73     0      0      0     0
1.74     0      0      0     0
1.75     0      0      0     0
1.76     0      0      0     0
1.77     0      0      0     0
1.78     0      0      0     0
1.79     0      0      0     0
1.8     0      0      0     0
1.81     0      0      0     0
1.82     0      0      0     0
1.83     0      0      0     0
1.84     0      0      0     0
1.85     0      0      0     0
1.86     0      0      0     0
1.87     0      0      0     0
1.88     0      0      0     0
1.89     0      0      0     0
1.9     0      0      0     0
1.91     0      0      0     0
1.92     0      0      0     0
1.93     0      0      0     0
1.94     0      0      0     0
1.95     0      0      0     0
1.96     0      0      0     0
1.97     0      0      0     0
1.98     0      0      0     0
1.99     0      0      0     0
